Borough,Line,Stop Name,Daytime Routes,Image coords,GTFS Stop ID,Station ID,Complex ID,Division,CBD,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference
M,6th Av - Culver,47-50 Sts-Rockefeller Ctr,B D F M,"1468,3548",D15,225,225,IND,TRUE,Subway,40.758663,-73.981329,Uptown,Downtown,1,1,1,,POINT (-73.981329 40.758663)
M,6th Av - Culver,42 St-Bryant Pk,B D F M,"1471,3734",D16,226,609,IND,TRUE,Subway,40.754222,-73.984569,Uptown,Downtown,0,0,0,,POINT (-73.984569 40.754222)
M,6th Av - Culver,34 St-Herald Sq,B D F M,"1471,3950",D17,227,607,IND,TRUE,Subway,40.749719,-73.987823,Uptown,Downtown,1,1,1,,POINT (-73.987823 40.749719)
M,6th Av - Culver,23 St,F M,"1471,4288",D18,228,228,IND,TRUE,Subway,40.742878,-73.992821,Uptown,Downtown,0,0,0,,POINT (-73.992821 40.742878)
M,6th Av - Culver,14 St,F M,"1472,4405",D19,229,601,IND,TRUE,Subway,40.738228,-73.996209,Uptown,Downtown,1,1,1,,POINT (-73.996209 40.738228)
M,6th Av - Culver,W 4 St-Wash Sq,B D F M,"1474,4642",D20,167,167,IND,TRUE,Subway,40.732338,-74.000495,Uptown,Downtown,1,1,1,,POINT (-74.000495 40.732338)
M,6th Av - Culver,Broadway-Lafayette St,B D F M,"1989,4724",D21,230,619,IND,TRUE,Subway,40.725297,-73.996204,Uptown,Downtown,1,1,1,,POINT (-73.996204 40.725297)
M,6th Av - Culver,2 Av,F,"2428,4709",F14,232,232,IND,TRUE,Subway,40.723402,-73.989938,Uptown,Downtown,0,0,0,,POINT (-73.989938 40.723402)
M,6th Av - Culver,Delancey St-Essex St,F,"2559,4816",F15,233,625,IND,TRUE,Subway,40.718611,-73.988114,Uptown,Brooklyn,0,0,0,,POINT (-73.988114 40.718611)
M,6th Av - Culver,Grand St,B D,"2423,4984",D22,231,231,IND,TRUE,Subway,40.718267,-73.993753,Uptown,Brooklyn,0,0,0,,POINT (-73.993753 40.718267)
M,6th Av - Culver,East Broadway,F,"2592,5022",F16,234,234,IND,TRUE,Subway,40.713715,-73.990173,Uptown,Brooklyn,0,0,0,,POINT (-73.990173 40.713715)
M,8th Av - Fulton St,Inwood-207 St,A,"407,1374",A02,143,143,IND,FALSE,Subway,40.868072,-73.919899,Last Stop,Downtown,1,1,1,,POINT (-73.919899 40.868072)
M,8th Av - Fulton St,Dyckman St,A,"411,1498",A03,144,144,IND,FALSE,Subway,40.865491,-73.927271,Uptown,Downtown,0,0,0,,POINT (-73.927271 40.865491)
M,8th Av - Fulton St,190 St,A,"410,1611",A05,145,145,IND,FALSE,Subway,40.859022,-73.93418,Uptown,Downtown,0,0,0,,POINT (-73.93418 40.859022)
M,8th Av - Fulton St,181 St,A,"409,1732",A06,146,146,IND,FALSE,Subway,40.851695,-73.937969,Uptown,Downtown,1,1,1,,POINT (-73.937969 40.851695)
M,8th Av - Fulton St,175 St,A,"484,1835",A07,147,147,IND,FALSE,Subway,40.847391,-73.939704,Uptown,Downtown,1,1,1,,POINT (-73.939704 40.847391)
M,8th Av - Fulton St,168 St,A C,"568,1889",A09,148,605,IND,FALSE,Subway,40.840719,-73.939561,Uptown,Downtown,1,1,1,,POINT (-73.939561 40.840719)
M,8th Av - Fulton St,163 St-Amsterdam Av,C,"646,1962",A10,149,149,IND,FALSE,Subway,40.836013,-73.939892,Uptown,Downtown,0,0,0,,POINT (-73.939892 40.836013)
M,8th Av - Fulton St,155 St,C,"748,2076",A11,150,150,IND,FALSE,Subway,40.830518,-73.941514,Uptown,Downtown,0,0,0,,POINT (-73.941514 40.830518)
M,8th Av - Fulton St,145 St,A C,"784,2237",A12,151,151,IND,FALSE,Subway,40.824783,-73.944216,Uptown,Downtown,0,0,0,,POINT (-73.944216 40.824783)
M,8th Av - Fulton St,135 St,C B,"823,2357",A14,152,152,IND,FALSE,Subway,40.817894,-73.947649,Uptown,Downtown,0,0,0,,POINT (-73.947649 40.817894)
M,8th Av - Fulton St,125 St,A C B D,"821,2467",A15,153,153,IND,FALSE,Subway,40.811109,-73.952343,Uptown,Downtown,1,1,1,,POINT (-73.952343 40.811109)
M,8th Av - Fulton St,116 St,C B,"825,2550",A16,154,154,IND,FALSE,Subway,40.805085,-73.954882,Uptown,Downtown,0,0,0,,POINT (-73.954882 40.805085)
M,8th Av - Fulton St,Cathedral Pkwy (110 St),C B,"824,2618",A17,155,155,IND,FALSE,Subway,40.800603,-73.958161,Uptown,Downtown,0,0,0,,POINT (-73.958161 40.800603)
M,8th Av - Fulton St,103 St,C B,"820,2696",A18,156,156,IND,FALSE,Subway,40.796092,-73.961454,Uptown,Downtown,0,0,0,,POINT (-73.961454 40.796092)
M,8th Av - Fulton St,96 St,C B,"824,2856",A19,157,157,IND,FALSE,Subway,40.791642,-73.964696,Uptown,Downtown,0,0,0,,POINT (-73.964696 40.791642)
M,8th Av - Fulton St,86 St,C B,"821,2947",A20,158,158,IND,FALSE,Subway,40.785868,-73.968916,Uptown,Downtown,0,0,0,,POINT (-73.968916 40.785868)
M,8th Av - Fulton St,81 St-Museum of Natural History,C B,"820,3052",A21,159,159,IND,FALSE,Subway,40.781433,-73.972143,Uptown,Downtown,0,0,0,,POINT (-73.972143 40.781433)
M,8th Av - Fulton St,72 St,C B,"820,3141",A22,160,160,IND,FALSE,Subway,40.775594,-73.97641,Uptown,Downtown,0,0,0,,POINT (-73.97641 40.775594)
M,8th Av - Fulton St,59 St-Columbus Circle,A C B D,"821,3317",A24,161,614,IND,TRUE,Subway,40.768296,-73.981736,Uptown,Downtown,1,1,1,,POINT (-73.981736 40.768296)
M,8th Av - Fulton St,50 St,C E,"804,3552",A25,162,162,IND,TRUE,Subway,40.762456,-73.985984,Uptown,Downtown,2,0,1,Downtown only,POINT (-73.985984 40.762456)
M,8th Av - Fulton St,42 St-Port Authority Bus Terminal,A C E,"806,3732",A27,163,611,IND,TRUE,Subway,40.757308,-73.989735,Uptown,Downtown,1,1,1,,POINT (-73.989735 40.757308)
M,8th Av - Fulton St,34 St-Penn Station,A C E,"806,4021",A28,164,164,IND,TRUE,Subway,40.752287,-73.993391,Uptown,Downtown,1,1,1,,POINT (-73.993391 40.752287)
M,8th Av - Fulton St,23 St,C E,"803,4273",A30,165,165,IND,TRUE,Subway,40.745906,-73.998041,Uptown,Downtown,0,0,0,,POINT (-73.998041 40.745906)
M,8th Av - Fulton St,14 St,A C E,"803,4407",A31,166,618,IND,TRUE,Subway,40.740893,-74.00169,Uptown,Downtown,1,1,1,,POINT (-74.00169 40.740893)
M,8th Av - Fulton St,W 4 St-Wash Sq,A C E,"1338,4643",A32,167,167,IND,TRUE,Subway,40.732338,-74.000495,Uptown,Downtown,1,1,1,,POINT (-74.000495 40.732338)
M,8th Av - Fulton St,Spring St,C E,"1336,4839",A33,168,168,IND,TRUE,Subway,40.726227,-74.003739,Uptown,Downtown,0,0,0,,POINT (-74.003739 40.726227)
M,8th Av - Fulton St,Canal St,A C E,"1339,5000",A34,169,169,IND,TRUE,Subway,40.720824,-74.005229,Uptown,Downtown,0,0,0,,POINT (-74.005229 40.720824)
M,8th Av - Fulton St,Chambers St,A C,"1341,5245",A36,170,624,IND,TRUE,Subway,40.714111,-74.008585,Uptown,Brooklyn,0,0,0,,POINT (-74.008585 40.714111)
M,8th Av - Fulton St,World Trade Center,E,"1414,5537",E01,171,624,IND,TRUE,Subway,40.712582,-74.009781,Uptown,Last Stop,1,1,1,,POINT (-74.009781 40.712582)
M,8th Av - Fulton St,Fulton St,A C,"1985,5598",A38,172,628,IND,TRUE,Subway,40.710197,-74.007691,Uptown,Brooklyn,1,1,1,,POINT (-74.007691 40.710197)
M,Astoria,5 Av/59 St,N R W,"1663,3275",R13,8,8,BMT,TRUE,Subway,40.764811,-73.973347,Queens,Downtown,0,0,0,,POINT (-73.973347 40.764811)
M,Astoria,Lexington Av/59 St,N R W,"1988,3274",R11,7,613,BMT,TRUE,Subway,40.76266,-73.967258,Queens,Downtown,0,0,0,,POINT (-73.967258 40.76266)
M,Broadway,Canal St,R W,"1700,5002",R23,18,623,BMT,TRUE,Subway,40.719527,-74.001775,Uptown,Downtown,0,0,0,,POINT (-74.001775 40.719527)
M,Broadway,City Hall,R W,"1698,5237",R24,20,20,BMT,TRUE,Subway,40.713282,-74.006978,Uptown,Downtown,0,0,0,,POINT (-74.006978 40.713282)
M,Broadway,Cortlandt St,R W,"1703,5670",R25,21,624,BMT,TRUE,Subway,40.710668,-74.011029,Uptown,Downtown,1,1,1,,POINT (-74.011029 40.710668)
M,Broadway,Rector St,R W,"1700,5793",R26,22,22,BMT,TRUE,Subway,40.70722,-74.013342,Uptown,Downtown,0,0,0,,POINT (-74.013342 40.70722)
M,Broadway,Whitehall St-South Ferry,R W,"1754,5873",R27,23,635,BMT,TRUE,Subway,40.703087,-74.012994,Uptown,Downtown,0,0,0,,POINT (-74.012994 40.703087)
M,Broadway - 7Av,Marble Hill-225 St,1,"614,1063",106,296,296,IRT,FALSE,Elevated,40.874561,-73.909831,The Bronx,Downtown,0,0,0,,POINT (-73.909831 40.874561)
M,Broadway - 7Av,215 St,1,"612,1257",107,297,297,IRT,FALSE,Elevated,40.869444,-73.915279,The Bronx,Downtown,0,0,0,,POINT (-73.915279 40.869444)
M,Broadway - 7Av,207 St,1,"615,1372",108,298,298,IRT,FALSE,Elevated,40.864621,-73.918822,The Bronx,Downtown,0,0,0,,POINT (-73.918822 40.864621)
M,Broadway - 7Av,Dyckman St,1,"611,1491",109,299,299,IRT,FALSE,Elevated,40.860531,-73.925536,The Bronx,Downtown,1,1,1,,POINT (-73.925536 40.860531)
M,Broadway - 7Av,191 St,1,"612,1608",110,300,300,IRT,FALSE,Subway,40.855225,-73.929412,The Bronx,Downtown,0,0,0,,POINT (-73.929412 40.855225)
M,Broadway - 7Av,181 St,1,"611,1726",111,301,301,IRT,FALSE,Subway,40.849505,-73.933596,The Bronx,Downtown,0,0,0,,POINT (-73.933596 40.849505)
M,Broadway - 7Av,168 St-Washington Hts,1,"615,1852",112,302,605,IRT,FALSE,Subway,40.840556,-73.940133,Uptown,Downtown,0,0,0,,POINT (-73.940133 40.840556)
M,Broadway - 7Av,157 St,1,"611,2103",113,303,303,IRT,FALSE,Subway,40.834041,-73.94489,Uptown,Downtown,0,0,0,,POINT (-73.94489 40.834041)
M,Broadway - 7Av,145 St,1,"611,2245",114,304,304,IRT,FALSE,Subway,40.826551,-73.95036,Uptown,Downtown,0,0,0,,POINT (-73.95036 40.826551)
M,Broadway - 7Av,137 St-City College,1,"614,2341",115,305,305,IRT,FALSE,Subway,40.822008,-73.953676,Uptown,Downtown,0,0,0,,POINT (-73.953676 40.822008)
M,Broadway - 7Av,125 St,1,"613,2473",116,306,306,IRT,FALSE,Elevated,40.815581,-73.958372,Uptown,Downtown,0,0,0,,POINT (-73.958372 40.815581)
M,Broadway - 7Av,116 St-Columbia University,1,"614,2543",117,307,307,IRT,FALSE,Subway,40.807722,-73.96411,Uptown,Downtown,0,0,0,,POINT (-73.96411 40.807722)
M,Broadway - 7Av,Cathedral Pkwy (110 St),1,"613,2620",118,308,308,IRT,FALSE,Subway,40.803967,-73.966847,Uptown,Downtown,0,0,0,,POINT (-73.966847 40.803967)
M,Broadway - 7Av,103 St,1,"613,2700",119,309,309,IRT,FALSE,Subway,40.799446,-73.968379,Uptown,Downtown,0,0,0,,POINT (-73.968379 40.799446)
M,Broadway - 7Av,96 St,1 2 2003,"653,2851",120,310,310,IRT,FALSE,Subway,40.793919,-73.972323,Uptown,Downtown,1,1,1,,POINT (-73.972323 40.793919)
M,Broadway - 7Av,86 St,1,"653,2946",121,311,311,IRT,FALSE,Subway,40.788644,-73.976218,Uptown,Downtown,0,0,0,,POINT (-73.976218 40.788644)
M,Broadway - 7Av,79 St,1,"651,3043",122,312,312,IRT,FALSE,Subway,40.783934,-73.979917,Uptown,Downtown,0,0,0,,POINT (-73.979917 40.783934)
M,Broadway - 7Av,72 St,1 2 2003,"647,3138",123,313,313,IRT,FALSE,Subway,40.778453,-73.98197,Uptown,Downtown,1,1,1,,POINT (-73.98197 40.778453)
M,Broadway - 7Av,66 St-Lincoln Center,1,"683,3222",124,314,314,IRT,FALSE,Subway,40.77344,-73.982209,Uptown,Downtown,1,1,1,,POINT (-73.982209 40.77344)
M,Broadway - 7Av,59 St-Columbus Circle,1,"763,3289",125,315,614,IRT,TRUE,Subway,40.768247,-73.981929,Uptown,Downtown,1,1,1,,POINT (-73.981929 40.768247)
M,Broadway - 7Av,50 St,1,"978,3507",126,316,316,IRT,TRUE,Subway,40.761728,-73.983849,Uptown,Downtown,0,0,0,,POINT (-73.983849 40.761728)
M,Broadway - 7Av,Times Sq-42 St,1 2 2003,"1070,3729",127,317,611,IRT,TRUE,Subway,40.75529,-73.987495,Uptown,Downtown,1,1,1,,POINT (-73.987495 40.75529)
M,Broadway - 7Av,34 St-Penn Station,1 2 2003,"1069,4014",128,318,318,IRT,TRUE,Subway,40.750373,-73.991057,Uptown,Downtown,1,1,1,,POINT (-73.991057 40.750373)
M,Broadway - 7Av,28 St,1,"1070,4195",129,319,319,IRT,TRUE,Subway,40.747215,-73.993365,Uptown,Downtown,0,0,0,,POINT (-73.993365 40.747215)
M,Broadway - 7Av,23 St,1,"1069,4263",130,320,320,IRT,TRUE,Subway,40.744081,-73.995657,Uptown,Downtown,0,0,0,,POINT (-73.995657 40.744081)
M,Broadway - 7Av,18 St,1,"1070,4342",131,321,321,IRT,TRUE,Subway,40.74104,-73.997871,Uptown,Downtown,0,0,0,,POINT (-73.997871 40.74104)
M,Broadway - 7Av,14 St,1 2 2003,"1068,4404",132,322,601,IRT,TRUE,Subway,40.737826,-74.000201,Uptown,Downtown,1,1,1,,POINT (-74.000201 40.737826)
M,Broadway - 7Av,Christopher St-Stonewall,1,"1070,4777",133,323,323,IRT,TRUE,Subway,40.733422,-74.002906,Uptown,Downtown,0,0,0,,POINT (-74.002906 40.733422)
M,Broadway - 7Av,Houston St,1,"1069,4886",134,324,324,IRT,TRUE,Subway,40.728251,-74.005367,Uptown,Downtown,0,0,0,,POINT (-74.005367 40.728251)
M,Broadway - 7Av,Canal St,1,"1070,5002",135,325,325,IRT,TRUE,Subway,40.722854,-74.006277,Uptown,Downtown,0,0,0,,POINT (-74.006277 40.722854)
M,Broadway - 7Av,Franklin St,1,"1071,5118",136,326,326,IRT,TRUE,Subway,40.719318,-74.006886,Uptown,Downtown,0,0,0,,POINT (-74.006886 40.719318)
M,Broadway - 7Av,Chambers St,1 2 2003,"1070,5243",137,327,327,IRT,TRUE,Subway,40.715478,-74.009266,Uptown,Downtown,1,1,1,,POINT (-74.009266 40.715478)
M,Broadway - 7Av,WTC Cortlandt,1,"1200,5668",138,328,328,IRT,TRUE,Subway,40.711835,-74.012188,Uptown,Downtown,1,1,1,,POINT (-74.012188 40.711835)
M,Broadway - 7Av,Rector St,1,"1317,5793",139,329,329,IRT,TRUE,Subway,40.707513,-74.013783,Uptown,Downtown,0,0,0,,POINT (-74.013783 40.707513)
M,Broadway - 7Av,South Ferry,1,"1757,6057",142,330,635,IRT,TRUE,Subway,40.702068,-74.013664,Uptown,Last Stop,1,1,1,,POINT (-74.013664 40.702068)
M,Broadway - Brighton,57 St-7 Av,N Q R W,"1203,3351",R14,9,9,BMT,TRUE,Subway,40.764664,-73.980658,Uptown,Downtown,1,1,1,,POINT (-73.980658 40.764664)
M,Broadway - Brighton,49 St,N R W,"1202,3548",R15,10,10,BMT,TRUE,Subway,40.759901,-73.984139,Uptown,Downtown,2,1,0,Uptown only,POINT (-73.984139 40.759901)
M,Broadway - Brighton,Times Sq-42 St,N Q R W,"1204,3730",R16,11,611,BMT,TRUE,Subway,40.754672,-73.986754,Uptown,Downtown,1,1,1,,POINT (-73.986754 40.754672)
M,Broadway - Brighton,34 St-Herald Sq,N Q R W,"1333,3905",R17,12,607,BMT,TRUE,Subway,40.749567,-73.98795,Uptown,Downtown,1,1,1,,POINT (-73.98795 40.749567)
M,Broadway - Brighton,28 St,R W,"1606,4174",R18,13,13,BMT,TRUE,Subway,40.745494,-73.988691,Uptown,Downtown,0,0,0,,POINT (-73.988691 40.745494)
M,Broadway - Brighton,23 St,R W,"1677,4256",R19,14,14,BMT,TRUE,Subway,40.741303,-73.989344,Uptown,Downtown,0,0,0,,POINT (-73.989344 40.741303)
M,Broadway - Brighton,14 St-Union Sq,N Q R W,"1737,4404",R20,15,602,BMT,TRUE,Subway,40.735736,-73.990568,Uptown,Downtown,1,1,1,,POINT (-73.990568 40.735736)
M,Broadway - Brighton,8 St-NYU,R W,"1737,4580",R21,16,16,BMT,TRUE,Subway,40.730328,-73.992629,Uptown,Downtown,0,0,0,,POINT (-73.992629 40.730328)
M,Broadway - Brighton,Prince St,R W,"1734,4829",R22,17,17,BMT,TRUE,Subway,40.724329,-73.997702,Uptown,Downtown,0,0,0,,POINT (-73.997702 40.724329)
M,Canarsie,8 Av,L,"892,4406",L01,115,618,BMT,TRUE,Subway,40.739777,-74.002578,Last Stop,Brooklyn,1,1,1,,POINT (-74.002578 40.739777)
M,Canarsie,6 Av,L,"1372,4412",L02,116,601,BMT,TRUE,Subway,40.737335,-73.996786,West Side,Brooklyn,1,1,1,,POINT (-73.996786 40.737335)
M,Canarsie,14 St-Union Sq,L,"2023,4408",L03,117,602,BMT,TRUE,Subway,40.734789,-73.99073,West Side,Brooklyn,1,1,1,,POINT (-73.99073 40.734789)
M,Canarsie,3 Av,L,"2156,4411",L05,118,118,BMT,TRUE,Subway,40.732849,-73.986122,West Side,Brooklyn,0,0,0,,POINT (-73.986122 40.732849)
M,Canarsie,1 Av,L,"2290,4407",L06,119,119,BMT,TRUE,Subway,40.730953,-73.981628,West Side,Brooklyn,1,1,1,,POINT (-73.981628 40.730953)
M,Clark St,Park Place,2 3,"1414,5367",228,331,624,IRT,TRUE,Subway,40.713051,-74.008811,Uptown,Brooklyn,0,0,0,,POINT (-74.008811 40.713051)
M,Clark St,Fulton St,2 3,"2263,5542",229,332,628,IRT,TRUE,Subway,40.709416,-74.006571,Uptown,Brooklyn,1,1,1,,POINT (-74.006571 40.709416)
M,Clark St,Wall St,2 3,"2262,5672",230,333,333,IRT,TRUE,Subway,40.706821,-74.0091,Uptown,Brooklyn,0,0,0,,POINT (-74.0091 40.706821)
M,Concourse,155 St,B D,"998,1918",D12,220,220,IND,FALSE,Subway,40.830135,-73.938209,The Bronx,Downtown,0,0,0,,POINT (-73.938209 40.830135)
M,Concourse,145 St,B D,"860,2241",D13,151,151,IND,FALSE,Subway,40.824783,-73.944216,Uptown,Downtown,0,0,0,,POINT (-73.944216 40.824783)
M,Flushing,34 St-Hudson Yards,7,"476,3917",726,471,471,IRT,TRUE,Subway,40.755882,-74.00191,Last Stop,Queens,1,1,1,,POINT (-74.00191 40.755882)
M,Flushing,Times Sq-42 St,7,"994,3728",725,467,611,IRT,TRUE,Subway,40.755477,-73.987691,Queens,Hudson Yards,1,1,1,,POINT (-73.987691 40.755477)
M,Flushing,5 Av,7,"1704,3728",724,466,609,IRT,TRUE,Subway,40.753821,-73.981963,Queens,Hudson Yards,0,0,0,,POINT (-73.981963 40.753821)
M,Flushing,Grand Central-42 St,7,"1989,3730",723,465,610,IRT,TRUE,Subway,40.751431,-73.976041,Queens,Hudson Yards,1,1,1,,POINT (-73.976041 40.751431)
M,Jamaica,Bowery,J Z,"2181,4914",M19,103,103,BMT,TRUE,Subway,40.72028,-73.993915,Brooklyn,Downtown,0,0,0,,POINT (-73.993915 40.72028)
M,Jamaica,Delancey St-Essex St,M J Z,"2556,4912",M18,102,625,BMT,TRUE,Subway,40.718315,-73.987437,Brooklyn,Inbound,0,0,0,,POINT (-73.987437 40.718315)
M,Jamaica,Canal St,J Z,"2080,4995",M20,104,623,BMT,TRUE,Subway,40.718092,-73.999892,Brooklyn,Downtown,0,0,0,,POINT (-73.999892 40.718092)
M,Jamaica,Chambers St,J Z,"2078,5149",M21,105,622,BMT,TRUE,Subway,40.713243,-74.003401,Brooklyn,Downtown,1,1,1,,POINT (-74.003401 40.713243)
M,Jamaica,Fulton St,J Z,"2079,5544",M22,106,628,BMT,TRUE,Subway,40.710374,-74.007582,Brooklyn,Downtown,1,1,1,,POINT (-74.007582 40.710374)
M,Jamaica,Broad St,J Z,"2077,5751",M23,107,107,BMT,TRUE,Subway,40.706476,-74.011056,Brooklyn,Last Stop,0,0,0,,POINT (-74.011056 40.706476)
M,Lenox - White Plains Rd,Harlem-148 St,3,"1143,2084",301,436,436,IRT,FALSE,Subway,40.82388,-73.93647,Last Stop,Downtown,0,0,0,,POINT (-73.93647 40.82388)
M,Lenox - White Plains Rd,145 St,3,"1352,2238",302,437,437,IRT,FALSE,Subway,40.820421,-73.936245,Harlem,Downtown,0,0,0,,POINT (-73.936245 40.820421)
M,Lenox - White Plains Rd,135 St,2 3,"1358,2351",224,438,438,IRT,FALSE,Subway,40.814229,-73.94077,Uptown,Downtown,1,1,1,,POINT (-73.94077 40.814229)
M,Lenox - White Plains Rd,125 St,2 3,"1354,2465",225,439,439,IRT,FALSE,Subway,40.807754,-73.945495,Uptown,Downtown,0,0,0,,POINT (-73.945495 40.807754)
M,Lenox - White Plains Rd,116 St,2 3,"1354,2547",226,440,440,IRT,FALSE,Subway,40.802098,-73.949625,Uptown,Downtown,0,0,0,,POINT (-73.949625 40.802098)
M,Lenox - White Plains Rd,Central Park North (110 St),2 3,"1356,2622",227,441,441,IRT,FALSE,Subway,40.799075,-73.951822,Uptown,Downtown,0,0,0,,POINT (-73.951822 40.799075)
M,Lexington - Shuttle,Times Sq-42 St,S,"1301,3691",902,468,611,IRT,TRUE,Subway,40.755983,-73.986229,Last Stop,Grand Central,1,1,1,,POINT (-73.986229 40.755983)
M,Lexington - Shuttle,Grand Central-42 St,S,"1828,3689",901,469,610,IRT,TRUE,Subway,40.752769,-73.979189,Times Square,Last Stop,1,1,1,,POINT (-73.979189 40.752769)
M,Lexington Av,125 St,4 5 2006,"1907,2464",621,392,392,IRT,FALSE,Subway,40.804138,-73.937594,The Bronx,Downtown,1,1,1,,POINT (-73.937594 40.804138)
M,Lexington Av,116 St,6,"1908,2544",622,393,393,IRT,FALSE,Subway,40.798629,-73.941617,The Bronx,Downtown,0,0,0,,POINT (-73.941617 40.798629)
M,Lexington Av,110 St,6,"1909,2620",623,394,394,IRT,FALSE,Subway,40.79502,-73.94425,The Bronx,Downtown,0,0,0,,POINT (-73.94425 40.79502)
M,Lexington Av,103 St,6,"1909,2696",624,395,395,IRT,FALSE,Subway,40.7906,-73.947478,The Bronx,Downtown,0,0,0,,POINT (-73.947478 40.7906)
M,Lexington Av,96 St,6,"1910,2777",625,396,396,IRT,FALSE,Subway,40.785672,-73.95107,The Bronx,Downtown,0,0,0,,POINT (-73.95107 40.785672)
M,Lexington Av,86 St,4 5 2006,"1908,2855",626,397,397,IRT,FALSE,Subway,40.779492,-73.955589,Uptown,Downtown,2,1,0,Uptown local only,POINT (-73.955589 40.779492)
M,Lexington Av,77 St,6,"1908,2936",627,398,398,IRT,FALSE,Subway,40.77362,-73.959874,Uptown,Downtown,0,0,0,,POINT (-73.959874 40.77362)
M,Lexington Av,68 St-Hunter College,6,"1908,3039",628,399,399,IRT,FALSE,Subway,40.768141,-73.96387,Uptown,Downtown,1,1,1,,POINT (-73.96387 40.768141)
M,Lexington Av,59 St,4 5 2006,"1910,3351",629,400,613,IRT,TRUE,Subway,40.762526,-73.967967,Uptown,Downtown,0,0,0,,POINT (-73.967967 40.762526)
M,Lexington Av,51 St,6,"1909,3546",630,401,612,IRT,TRUE,Subway,40.757107,-73.97192,Uptown,Downtown,1,1,1,,POINT (-73.97192 40.757107)
M,Lexington Av,Grand Central-42 St,4 5 2006,"1907,3728",631,402,610,IRT,TRUE,Subway,40.751776,-73.976848,Uptown,Downtown,1,1,1,,POINT (-73.976848 40.751776)
M,Lexington Av,33 St,6,"1908,4014",632,403,403,IRT,TRUE,Subway,40.746081,-73.982076,Uptown,Downtown,0,0,0,,POINT (-73.982076 40.746081)
M,Lexington Av,28 St,6,"1907,4116",633,404,404,IRT,TRUE,Subway,40.74307,-73.984264,Uptown,Downtown,2,0,1,Downtown only,POINT (-73.984264 40.74307)
M,Lexington Av,23 St,6,"1907,4214",634,405,405,IRT,TRUE,Subway,40.739864,-73.986599,Uptown,Downtown,1,1,1,,POINT (-73.986599 40.739864)
M,Lexington Av,14 St-Union Sq,4 5 2006,"1909,4404",635,406,602,IRT,TRUE,Subway,40.734673,-73.989951,Uptown,Downtown,0,0,0,,POINT (-73.989951 40.734673)
M,Lexington Av,Astor Pl,6,"1907,4495",636,407,407,IRT,TRUE,Subway,40.730054,-73.99107,Uptown,Downtown,0,0,0,,POINT (-73.99107 40.730054)
M,Lexington Av,Bleecker St,6,"1907,4607",637,408,619,IRT,TRUE,Subway,40.725915,-73.994659,Uptown,Downtown,1,1,1,,POINT (-73.994659 40.725915)
M,Lexington Av,Spring St,6,"1909,4837",638,409,409,IRT,TRUE,Subway,40.722301,-73.997141,Uptown,Downtown,0,0,0,,POINT (-73.997141 40.722301)
M,Lexington Av,Canal St,6,"1905,4996",639,410,623,IRT,TRUE,Subway,40.718803,-74.000193,Uptown,Downtown,1,1,1,,POINT (-74.000193 40.718803)
M,Lexington Av,Brooklyn Bridge-City Hall,4 5 2006,"1907,5150",640,411,622,IRT,TRUE,Subway,40.713065,-74.004131,Uptown,Downtown,1,1,1,,POINT (-74.004131 40.713065)
M,Lexington Av,Fulton St,4 5,"1892,5544",418,412,628,IRT,TRUE,Subway,40.710368,-74.009509,Uptown,Downtown,1,1,1,,POINT (-74.009509 40.710368)
M,Lexington Av,Wall St,4 5,"1890,5676",419,413,413,IRT,TRUE,Subway,40.707557,-74.011862,Uptown,Downtown,0,0,0,,POINT (-74.011862 40.707557)
M,Lexington Av,Bowling Green,4 5,"1889,5820",420,414,414,IRT,TRUE,Subway,40.704817,-74.014065,Uptown,Downtown,1,1,1,,POINT (-74.014065 40.704817)
M,Manhattan Bridge,Canal St,N Q,"1774,4999",Q01,19,623,BMT,TRUE,Subway,40.718383,-74.00046,Uptown,Downtown,0,0,0,,POINT (-74.00046 40.718383)
M,Queens Blvd,7 Av,E B D,"1048,3461",D14,277,277,IND,TRUE,Subway,40.762862,-73.981637,Outbound,Downtown,0,0,0,,POINT (-73.981637 40.762862)
M,Queens Blvd,5 Av/53 St,E M,"1704,3485",F12,276,276,IND,TRUE,Subway,40.760167,-73.975224,Queens,Downtown,0,0,0,,POINT (-73.975224 40.760167)
M,Queens Blvd,Lexington Av/53 St,E M,"1986,3483",F11,275,612,IND,TRUE,Subway,40.757552,-73.969055,Queens,Downtown,1,1,1,,POINT (-73.969055 40.757552)
M,Second Av,96 St,Q,"2158,2780",Q05,475,475,IND,FALSE,Subway,40.784318,-73.947152,Last Stop,Downtown,1,1,1,,POINT (-73.947152 40.784318)
M,Second Av,86 St,Q,"2157,2858",Q04,476,476,IND,FALSE,Subway,40.777891,-73.951787,Uptown,Downtown,1,1,1,,POINT (-73.951787 40.777891)
M,Second Av,72 St,Q,"2158,3007",Q03,477,477,IND,FALSE,Subway,40.768799,-73.958424,Uptown,Downtown,1,1,1,,POINT (-73.958424 40.768799)
Q,63rd St,21 St-Queensbridge,F,"2478,3159",B04,221,221,IND,FALSE,Subway,40.754203,-73.942836,Outbound,Manhattan,1,1,1,,POINT (-73.942836 40.754203)
